"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"DS_SITUACAO_JULGAMENTO_URNA";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA";"BENS_TOTAL"
250002146927;"VIVIAN GONÇALVES SANTOS MANTOAN";"#NULO";"AVANTE";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"GERENTE";"#NE";"N";"DEFERIDO";104;"NÃO ELEITO";10000;"FUNDO ESPECIAL";"Recursos de partido político";64200
250002146913;"ROSIMAR DA SILVA";"#NULO";"AVANTE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";67;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";347900
250002146926;"CARLOS ROBERTO DA SILVA";"#NULO";"AVANTE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PRETA";"TERAPEUTA";"#NE";"N";"DEFERIDO";161;"NÃO ELEITO";8500;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";NA
250002146890;"MARIA MARTA DE LIMA BARROS";"#NULO";"AVANTE";"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"#NE";"S";"DEFERIDO";205;"NÃO ELEITO";0;"#NULO";"#NULO";NA
250002146882;"MARINALVA FERREIRA DA SILVA";"#NULO";"AVANTE";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"VIGILANTE";"#NE";"S";"DEFERIDO";148;"NÃO ELEITO";0;"#NULO";"#NULO";NA
250002146912;"FÁBIO SILVA MOREIRA";"#NULO";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"GERENTE";"#NE";"N";"DEFERIDO";264;"NÃO ELEITO";0;"#NULO";"#NULO";37374000
250002146925;"ANTONIO CARLOS DE SOUZA SANTANA";"#NULO";"AVANTE";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"ADVOGADO";"#NE";"N";"DEFERIDO";1752;"NÃO ELEITO";5315;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios";3200000
250002174672;"JULIO CESAR DA COSTA CAIRES FILHO";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ADVOGADO";"#NE";"N";"DEFERIDO";178;"SUPLENTE";0;"#NULO";"#NULO";NA
250002174665;"MARCIO RIBEIRO";"#NULO";"PP";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO MUNICIPAL";"#NE";"N";"DEFERIDO";307;"SUPLENTE";89025;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";281167,06
250002079322;"JADSON GERSON DA SILVA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA";"#NE";"N";"DEFERIDO";441;"SUPLENTE";12619,8;"FUNDO PARTIDARIO, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";160000
250002079332;"SAMUEL FERREIRA LIMA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"#NE";"N";"DEFERIDO";240;"SUPLENTE";15569,8;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";4622,34
250002079310;"RICARDO LUIS MELLÃO";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";10574;"SUPLENTE";396434;"OUTROS RECURSOS";"Recursos próprios, Recursos de partido político, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";226049,43
250002079316;"TATIANA SIMAIA BARBOSA MALHEIROS";"#NULO";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"#NE";"N";"DEFERIDO";1766;"SUPLENTE";82916,6;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";2563000
250002079323;"ALDO APARECIDO LIMA";"#NULO";"NOVO";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"MOTORISTA PARTICULAR";"#NE";"N";"DEFERIDO";377;"SUPLENTE";12583,8;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";54000
250002079331;"ROGERIO GUILHERME VASQUEZ MINO UGEDA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"#NE";"N";"DEFERIDO";476;"SUPLENTE";15932,99;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de Financiamento Coletivo, Recursos de partido político";189999,5
250001977579;"OSVALDO DA SILVA LOBEIRO MACHADO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"MILITAR REFORMADO";"#NE";"N";"DEFERIDO";1463;"SUPLENTE";128010;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";547806,2
250001977569;"SANSÃO PEREIRA FILHO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";42229;"ELEITO POR QP";730502,5;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político, Recursos de pessoas físicas";331355
250001977597;"DENISE LEANDRO DA CRUZ";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"ASSISTENTE SOCIAL";"#NE";"N";"DEFERIDO";3545;"SUPLENTE";69555;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de origens não identificadas";NA
250001977566;"SILVIA DOS SANTOS NAKANO";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"AMARELA";"ADVOGADO";"#NE";"N";"DEFERIDO";476;"SUPLENTE";64859;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político";10000
250001977567;"NOEMI PEREIRA NONATO";"#NULO";"REPUBLICANOS";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"CANTOR E COMPOSITOR";"#NE";"N";"DEFERIDO";12703;"SUPLENTE";302827,5;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";598000
250001977598;"EDUARDO FERREIRA DE ALMEIDA CAMARGO";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";1324;"SUPLENTE";80770,66;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";NA
250001977605;"CLAUDIO EDUARDO CARDOSO";"#NULO";"REPUBLICANOS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";735;"SUPLENTE";93701;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";39950,73
250002146892;"ROGÉRIO SILVA LOPES";"#NULO";"AVANTE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"EMPRESÁRIO";"#NE";"N";"INDEFERIDO COM RECURSO";0;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002064665;"MARCELO VIOLA";"#NULO";"UP";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"AGENTE ADMINISTRATIVO";"#NE";"N";"DEFERIDO";598;"NÃO ELEITO";7875;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";28000
250002357434;"RUBENS PEREIRA DE ARAÚJO PAVÃO";"#NULO";"DC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";190;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002357424;"ELDER GIMENEZ THOMASI";"#NULO";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"MILITAR REFORMADO";"#NE";"N";"DEFERIDO";140;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002357435;"FATIMA APARECIDA NASCIMENTO DOS SANTOS RADUNZ";"#NULO";"DC";"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"PRETA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";166;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";1585000
250002075136;"DENISE ALVES DE OLIVEIRA";"#NULO";"PRD";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";63;"NÃO ELEITO";15000;"FUNDO ESPECIAL";"Recursos de partido político";375000
250002075152;"GABRIEL SILVA PINTO";"#NULO";"PRD";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PRETA";"ALMOXARIFE";"#NE";"N";"DEFERIDO";155;"NÃO ELEITO";20000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002075153;"CRISTIANE AQUINO PASTOR";"#NULO";"PRD";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"TERAPEUTA";"#NE";"N";"DEFERIDO";236;"NÃO ELEITO";40000;"FUNDO ESPECIAL";"Recursos de partido político";63148
250002075165;"RICARDO ROCHA DE OLIVEIRA";"#NULO";"PRD";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";1151;"NÃO ELEITO";80000;"FUNDO ESPECIAL";"Recursos de partido político";18652
250002075159;"ERIC COSTA MARQUES";"#NULO";"PRD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"#NE";"N";"DEFERIDO";353;"NÃO ELEITO";10432,84;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";665,67
250002075173;"MAYRA PEIXOTO VIEIRA";"#NULO";"PRD";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ENFERMEIRO";"#NE";"N";"DEFERIDO";117;"NÃO ELEITO";15000;"FUNDO ESPECIAL";"Recursos de partido político";115057,74
250002181678;"JOSE EDINALDO DA SILVA SOUZA";"#NULO";"PSDB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTOBOY";"#NE";"N";"DEFERIDO";67;"NÃO ELEITO";0;"#NULO";"#NULO";455000
250002181656;"MARIA DA CONCEICAO BELIZARIA DE SANTANA";"#NULO";"CIDADANIA";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";211;"NÃO ELEITO";15897,44;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";NA
250002181681;"RUDNEIA ALVES ARANTES";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";1075;"NÃO ELEITO";50012,3;"FUNDO PARTIDARIO, FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";8028,65
250002181670;"JAMES DEL TEDESCO LOSACCO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ODONTÓLOGO";"#NE";"N";"DEFERIDO";708;"NÃO ELEITO";4580,44;"OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos de outros candidatos, Recursos de partido político";NA
250002181684;"ROSELAINE SOUZA DOS SANTOS";"#NULO";"CIDADANIA";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";286;"NÃO ELEITO";15897,44;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";NA
250002181663;"AUGUSTO RABELO GONZALES";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"GERENTE";"#NE";"N";"DEFERIDO";144;"NÃO ELEITO";NA;NA;NA;NA
250002181688;"RENE NUNES BALTAZAR";"#NULO";"PSDB";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"SUPERVISOR, INSPETOR E AGENTE DE COMPRAS E VENDAS";"#NE";"N";"DEFERIDO";140;"NÃO ELEITO";2000;"OUTROS RECURSOS";"Recursos próprios";NA
250002377226;"MARIO COVAS NETO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";5825;"NÃO ELEITO";331000;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";501003,16
250001973467;"LUCAS PAVANATO DE OLIVEIRA";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";161386;"ELEITO POR QP";1077658,34;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";12990
250001973489;"SANDRA REGINA SANT ANNA PETITTO";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"DONA DE CASA";"#NE";"N";"DEFERIDO";1764;"SUPLENTE";680000;"FUNDO ESPECIAL";"Recursos de partido político";24326
250001973511;"MARIA DE FÁTIMA LUCENA MOTA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";1341;"SUPLENTE";96700;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";132322,52
250001973493;"MUNIR AUGUSTO NISS";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PUBLICITÁRIO";"#NE";"N";"DEFERIDO";1071;"SUPLENTE";79600;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";NA
250001973481;"ISAC FELIX DOS SANTOS";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"VEREADOR";"#NE";"S";"DEFERIDO";62275;"ELEITO POR QP";1052000;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";1390956,02
250001973474;"ADRIANO COSTA DOS SANTOS";"#NULO";"PL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"MOTOBOY";"#NE";"N";"DEFERIDO";611;"SUPLENTE";45000;"FUNDO ESPECIAL";"Recursos de partido político";7221,61
250001973508;"FATIMA ALVES";"#NULO";"PL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";952;"SUPLENTE";85500;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";1018256,2
250001973515;"ROBERTO PIRES PACIULLO";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";1600;"SUPLENTE";330300;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";2850000
250001973501;"PATRICIA MAGDA GIRO LOBO BELLI";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";1614;"SUPLENTE";73600;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";77000
250001973517;"CAMILA MOREIRA DE SOUSA BASTOS";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"BANCÁRIO E ECONOMIÁRIO";"#NE";"N";"DEFERIDO";1459;"SUPLENTE";85000;"FUNDO ESPECIAL";"Recursos de partido político";1789000
250001973487;"ANTONIO DE FREITAS JUNIOR";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";1037;"SUPLENTE";65000;"FUNDO ESPECIAL";"Recursos de partido político";1085157,83
250001973513;"DEUSDOLAR BORGATO";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";337;"SUPLENTE";70000;"FUNDO ESPECIAL";"Recursos de partido político";1532000
250001973478;"JULIANA ROSA MIRANDA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";590;"SUPLENTE";102500;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";89077,64
250001973484;"SERGIO RIBEIRO BUSTAMANTE";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";926;"SUPLENTE";82536,5;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político, Recursos de pessoas físicas";5113034,8
250002052137;"ADERITO CASSIO DE ASSIS DUTRA";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"COMERCIANTE";"#NE";"N";"DEFERIDO";883;"SUPLENTE";13767,19;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";NA
250002052100;"MARINA AMADEU BATISTA BRAGANTE";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PSICÓLOGO";"#NE";"N";"DEFERIDO";39147;"ELEITO POR QP";1331856,4;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos de outros candidatos";432617,04
250002052095;"MARTA LOPES DE OLIVEIRA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";1262;"SUPLENTE";48635,42;"FUNDO ESPECIAL";"Recursos de outros candidatos, Recursos de partido político";NA
250002052101;"DEBORA PEREIRA DE LIMA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";23660;"SUPLENTE";674697,39;"FUNDO ESPECIAL, OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos de partido político, Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de outros candidatos";NA
250002052115;"KEITCHELE LIMA DA SILVA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"#NE";"N";"DEFERIDO";27769;"ELEITO POR MÉDIA";772937,56;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";NA
250002052108;"MAURÍCIO DE MELO RIBEIRO";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"REPRESENTANTE COMERCIAL";"#NE";"N";"DEFERIDO";286;"SUPLENTE";35666,36;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";1531000
250002052112;"IDALICIO REIMBERG LIMA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";675;"SUPLENTE";31335,11;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de outros candidatos";NA
250002052083;"EDNA GENÉSIO DA SILVA YAMADA";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"DIRETOR DE ESTABELECIMENTO DE ENSINO";"#NE";"N";"DEFERIDO";505;"SUPLENTE";29742,92;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";309661
250002052113;"BRAULINA SIMOA DOS SANTOS";"#NULO";"PSOL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";178;"SUPLENTE";44382,92;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";4e+05
250002052124;"INGRID SOARES SANTOS";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"#NE";"N";"DEFERIDO";725;"SUPLENTE";62173,01;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de Financiamento Coletivo, Recursos de outros candidatos, Recursos de pessoas físicas";NA
250002052097;"ELIAS PEREIRA FREITAS DA SILVA JÚNIOR";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";4093;"SUPLENTE";100763,12;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";8000
250002052089;"ARI FRIEDENBACH";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";1780;"SUPLENTE";139781,37;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de partido político, Recursos de pessoas físicas, Recursos de outros candidatos";NA
250002052092;"SANDRA RAMALHOSO";"#NULO";"PSOL";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"DONA DE CASA";"#NE";"N";"DEFERIDO";1173;"SUPLENTE";100045,71;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de outros candidatos, Recursos de partido político";NA
250002052096;"DANILO ARAUJO VALDIVINO";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";5586;"SUPLENTE";230090,01;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos, Recursos de Financiamento Coletivo";84000
250002018925;"FRANCISCO JOSÉ DA CRUZ FILHO";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"TÉCNICO DE LABORATÓRIO E RAIOS X";"#NE";"N";"DEFERIDO";162;"NÃO ELEITO";0;"#NULO";"#NULO";8500
250002018936;"ALINE BARBOSA RIO RIBEIRO";"#NULO";"MOBILIZA";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";294;"NÃO ELEITO";0;"#NULO";"#NULO";290000
250002018916;"MARIA NEUMA VIANA SANTOS";"#NULO";"MOBILIZA";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"#NE";"N";"DEFERIDO";89;"NÃO ELEITO";15000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002018942;"ANDERSON DO NASCIMENTO DUARTE";"#NULO";"MOBILIZA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";79;"NÃO ELEITO";0;"#NULO";"#NULO";1000
250002018924;"MARCOS JOSE PEREIRA";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";146;"NÃO ELEITO";0;"#NULO";"#NULO";NA
250002018931;"RONALDO GALDINO DOS SANTOS";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"POLICIAL MILITAR";"#NE";"N";"DEFERIDO";375;"NÃO ELEITO";310;"OUTROS RECURSOS";"Recursos próprios";NA
250002018939;"PAULO SERGIO BAPTISTA DE SOUZA";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";311;"NÃO ELEITO";0;"#NULO";"#NULO";2583730,45
250002018921;"SIGMAR DUPRE GUIMARÃES";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";723;"NÃO ELEITO";2000;"OUTROS RECURSOS";"Recursos próprios";130000
250002018917;"SORAIA IRENE MARTINS MANZANO";"#NULO";"MOBILIZA";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";1567;"NÃO ELEITO";15000;"FUNDO ESPECIAL";"Recursos de partido político";39900
250002363846;"NATÁLIA BRAGA COSTA PIMENTA";"#NULO";"PCO";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";233;"NÃO ELEITO";105783,86;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002363847;"LUCIO DE SOUZA JÚNIOR";"#NULO";"PCO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO CIVIL APOSENTADO";"#NE";"N";"DEFERIDO";8;"NÃO ELEITO";4442,13;"FUNDO ESPECIAL";"Recursos de partido político";2100000
