"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"DS_SITUACAO_JULGAMENTO_URNA";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA";"BENS_TOTAL"
250002052104;"EMERSON RAMAYANA NOVAES SILVA DE ARAÚJO";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"INDEFERIDO COM RECURSO";0;"NÃO ELEITO";41967,92;"FUNDO ESPECIAL";"Recursos de outros candidatos, Recursos de partido político";22000
250002371348;"VERA LÚCIA SANTOS DE FRANÇA";"#NULO";"AGIR";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"VIÚVO(A)";"PRETA";"ALFAIATE E COSTUREIRO";"#NE";"N";"INDEFERIDO COM RECURSO";0;"NÃO ELEITO";0;"#NULO";"#NULO";NA
250002357423;"EDEVALDO DA HORA DOS SANTOS";"#NULO";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";92;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002357428;"MARIA DO CARMO ROCHA MENDOZA";"#NULO";"DC";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"#NE";"N";"DEFERIDO";138;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002357412;"MARIA CELESTE JUSTA";"#NULO";"DC";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA";"#NE";"N";"DEFERIDO";98;"NÃO ELEITO";6820,65;"FUNDO ESPECIAL";"Recursos de partido político";130200
250002075141;"JULIANY DE SOUSA REIS";"#NULO";"PRD";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";358;"NÃO ELEITO";50000;"FUNDO ESPECIAL";"Recursos de partido político";330000
250002075126;"BRUNO HENRIQUE DIAS";"#NULO";"PRD";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA";"#NE";"N";"DEFERIDO";354;"NÃO ELEITO";20000;"FUNDO ESPECIAL";"Recursos de partido político";42000
250002075150;"MADALENA DE LAURA PEREIRA";"#NULO";"PRD";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";96;"NÃO ELEITO";30000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002075158;"ANDRÉ HENRIQUE BUENO DE OLIVEIRA";"#NULO";"PRD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTOBOY";"#NE";"N";"DEFERIDO";174;"NÃO ELEITO";15000;"FUNDO ESPECIAL";"Recursos de partido político";230000
250002075134;"JEAN PIERRE CARDENAS DE LA TORRE";"#NULO";"PRD";"MASCULINO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";403;"NÃO ELEITO";20000;"FUNDO ESPECIAL";"Recursos de partido político";72688
250002075140;"JOSE ALCY PINHEIRO SUBRINHO";"#NULO";"PRD";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";667;"NÃO ELEITO";40000;"FUNDO ESPECIAL";"Recursos de partido político";1309976,6
250002075127;"ELIS REGINA VIEIRA RUANO";"#NULO";"PRD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"GERENTE";"#NE";"N";"DEFERIDO";496;"NÃO ELEITO";110000;"FUNDO ESPECIAL";"Recursos de partido político";129252,5
250002075169;"EDEN DOS SANTOS COSTA";"#NULO";"PRD";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"ADVOGADO";"#NE";"N";"DEFERIDO";61;"NÃO ELEITO";20350;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";18000
250002075132;"SEBASTIAO RAIMUNDO DE OLIVEIRA";"#NULO";"PRD";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL";"#NE";"N";"DEFERIDO";1210;"NÃO ELEITO";60000;"FUNDO ESPECIAL";"Recursos de partido político";281336,64
250002075168;"CARLOS ALBERTO FABRINI";"#NULO";"PRD";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";2071;"NÃO ELEITO";80000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002181676;"DANIELA DA SILVA BRAGA";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";295;"NÃO ELEITO";0;"#NULO";"#NULO";NA
250002181673;"RONALDO MIGUEL GAMA";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";32;"NÃO ELEITO";0;"#NULO";"#NULO";994500
250002377227;"CLELIA DA COSTA MONTEIRO";"#NULO";"PSDB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";70;"NÃO ELEITO";NA;NA;NA;NA
250002181679;"GUILHERME KOPKE BRITO";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";1990;"NÃO ELEITO";194500;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de outros candidatos";1300000
250002181650;"MARCO AURELIO DE LIMA KUROVSKI";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";300;"NÃO ELEITO";20952,54;"FUNDO ESPECIAL, OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos de outros candidatos, Recursos de pessoas físicas, Recursos de partido político, Recursos próprios, Recursos de Financiamento Coletivo";141000
250002181675;"VANESSA ORSINI";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";119;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002181683;"FRANKLIN KILBERT KARBSTEIN";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"#NE";"N";"DEFERIDO";359;"NÃO ELEITO";10427,8;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";110000
250002181662;"JOSE VALENTIM HENRIQUEZ JUNIOR";"#NULO";"PSDB";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";619;"NÃO ELEITO";11500;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de outros candidatos";50000
250001973485;"ELIETE FRANCISCO DOS SANTOS";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";339;"SUPLENTE";40000;"FUNDO ESPECIAL";"Recursos de partido político";520000
250001973492;"LUIZ JACINTO NEPOMUCENO NETO";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";6100;"SUPLENTE";502485;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios, Rendimentos de aplicações financeiras";534574,57
250001973480;"SILAS BISPO QUIVEN";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";236;"SUPLENTE";65000;"FUNDO ESPECIAL";"Recursos de partido político";6,39
250001973468;"PAULO ROBERTO AMARAL VIEIRA";"#NULO";"PL";"MASCULINO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";1509;"SUPLENTE";250000;"FUNDO ESPECIAL";"Recursos de partido político";370917,94
250001973498;"LAYANE SANTIAGO MOURA DE SOUSA";"#NULO";"PL";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"#NE";"N";"DEFERIDO";501;"SUPLENTE";85000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250001973469;"IOLANDA REGINA ALVES FRONTEROTTA";"#NULO";"PL";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";292;"SUPLENTE";95000;"FUNDO ESPECIAL";"Recursos de partido político";1318,69
250001973494;"SALOMÃO PEREIRA DA SILVA";"#NULO";"PL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"TAXISTA";"#NE";"N";"DEFERIDO";2846;"SUPLENTE";1e+05;"FUNDO ESPECIAL";"Recursos de partido político";484067,22
250001973520;"SONAIRA FERNANDES DE SANTANA SOUZA";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"VEREADOR";"#NE";"S";"DEFERIDO";33957;"ELEITO POR QP";1771285;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";396072,55
250001973486;"SANDRA REGINA CARBONE TADEU MUDALEN";"#NULO";"PL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"#NE";"S";"DEFERIDO";74511;"ELEITO POR QP";1593501,32;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";3466170,2
250002052110;"RAFAEL PACHECO ALQUEZAR";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";1939;"SUPLENTE";53700;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de Financiamento Coletivo, Recursos de partido político";NA
250002052133;"ANDRE RICARDO DE SOUZA";"#NULO";"REDE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"TAXISTA";"#NE";"N";"DEFERIDO";410;"SUPLENTE";23867,92;"FUNDO ESPECIAL";"Recursos de outros candidatos, Recursos de partido político";10000
250002052121;"SIMONE FERREIRA NASCIMENTO";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";10434;"SUPLENTE";345295,49;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de Financiamento Coletivo, Recursos de partido político";20000
250002052135;"PATRICIA NUNES SILVA";"#NULO";"REDE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";2749;"SUPLENTE";86332,81;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de Financiamento Coletivo, Recursos de outros candidatos";248929
250002052098;"JOSÉ AGRIPINO DA SILVA";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";1013;"SUPLENTE";32516,36;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";NA
250002018908;"EDINALDO ANTÔNIO DO CARMO";"#NULO";"MOBILIZA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";227;"NÃO ELEITO";2142,5;"OUTROS RECURSOS";"Recursos de pessoas físicas";NA
250002018913;"ELIZANGELA MOREIRA SOARES DE SOUZA";"#NULO";"MOBILIZA";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"GARI OU LIXEIRO";"#NE";"N";"DEFERIDO";89;"NÃO ELEITO";0;"#NULO";"#NULO";NA
250002018934;"LEANDRO QUEIROZ LOURENÇO";"#NULO";"MOBILIZA";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";154;"NÃO ELEITO";0;"#NULO";"#NULO";25000
250002170979;"WILLIAM OLIVA DA SILVA";"#NULO";"PRTB";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";2704;"NÃO ELEITO";33904,52;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";90000
250002170973;"MARCOS RODRIGUES";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";491;"NÃO ELEITO";10197,95;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002171011;"WILSON GRASSI JUNIOR";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"VETERINÁRIO";"#NE";"N";"DEFERIDO";2777;"NÃO ELEITO";211063,44;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";24620000
250002029383;"EVERALDO MOREIRA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"BOMBEIRO CIVIL";"#NE";"N";"DEFERIDO";211;"NÃO ELEITO";40327,67;"FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de partido político";22000
250002029381;"SÉRGIO NUNES SALMENTRO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";737;"NÃO ELEITO";34466,83;"FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de partido político";8e+05
250002029367;"JAILSON TORRES MACARIO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"#NE";"N";"DEFERIDO";483;"NÃO ELEITO";17444,82;"FUNDO PARTIDARIO";"Recursos de partido político";NA
250002029375;"MARCO BATISTA DE OLIVEIRA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";843;"NÃO ELEITO";29768,83;"FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de partido político";96000
250002029404;"VITÓRIA MARIANO DA SILVA SOUZA";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";71;"NÃO ELEITO";39765,59;"FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de partido político";3e+05
250001913937;"MARIA DA NATIVIDADE PEREIRA LIMA";"#NULO";"PT";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"#NE";"N";"DEFERIDO";882;"SUPLENTE";79057,19;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";NA
250001913939;"SANDRO ROGERIUS BARBOSA";"#NULO";"PT";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"PARDA";"MÚSICO";"#NE";"N";"DEFERIDO";3985;"SUPLENTE";452365,87;"FUNDO ESPECIAL";"Recursos de partido político";NA
250001913963;"DHEISON RENAN SILVA";"#NULO";"PT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"RELAÇÕES-PÚBLICAS";"#NE";"N";"DEFERIDO";30575;"ELEITO POR QP";1105382,87;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";401726,13
250001913970;"CLAUDETE ALVES DA SILVA";"#NULO";"PT";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"#NE";"N";"DEFERIDO";15676;"SUPLENTE";631445,87;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";439296,37
250001913969;"CÉLIA APARECIDA ASSUMPÇÃO";"#NULO";"PT";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";4332;"SUPLENTE";235161,48;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";113542,8
250001913936;"CLAUDIA VISONI";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";6006;"SUPLENTE";457479,15;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político, Recursos próprios";7423878,63
250002161321;"MATEUS SERAPHIM CAMARINHA";"#NULO";"PSD";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";295;"SUPLENTE";89375;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político";1533333,33
250002161328;"ANTONIO CARLOS RAGO CANO";"#NULO";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"#NE";"N";"DEFERIDO";1149;"SUPLENTE";89375;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político";236730,33
250002161314;"ELIANA FAZANNI";"#NULO";"PSD";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"#NE";"N";"DEFERIDO";156;"SUPLENTE";89375;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político";4e+05
250002161326;"THAMMY BRITO DE MIRANDA E SILVA";"#NULO";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"VEREADOR";"#NE";"S";"DEFERIDO";50234;"ELEITO POR MÉDIA";966154,06;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";5556860,56
250002161317;"MIRTES GONÇALVES QUEIROZ";"#NULO";"PSD";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"COMERCIANTE";"#NE";"N";"DEFERIDO";230;"SUPLENTE";109375;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de partido político";NA
250002173926;"BIANCA JULIANA RODRIGUES DOS SANTOS";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"#NE";"N";"DEFERIDO";95;"NÃO ELEITO";50000;"FUNDO ESPECIAL";"Recursos de partido político";448019,58
250002396388;"CLÁUDIO JOSÉ DE OLIVEIRA GONÇALVES";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"MÚSICO";"#NE";"N";"PENDENTE DE JULGAMENTO";641;"NÃO ELEITO";60000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002173929;"ANDERSON CLAYTON SOARES MIYATA";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";162;"NÃO ELEITO";10150;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de Financiamento Coletivo";108980
250002173936;"ANDRÉ LUIS DE MORAES";"#NULO";"PDT";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"#NE";"N";"DEFERIDO";146;"NÃO ELEITO";10000;"FUNDO ESPECIAL";"Recursos de partido político";4500
250002173944;"DOMENICO CARONE";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";508;"NÃO ELEITO";60000;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de Financiamento Coletivo";115000
250002173945;"SILVIO DA SILVA SANTOS";"#NULO";"PDT";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PRETA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"#NE";"N";"DEFERIDO";277;"NÃO ELEITO";10000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002173958;"MARILENE ADELIA DOS SANTOS SILVA";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR DE ENSINO FUNDAMENTAL";"#NE";"N";"DEFERIDO";851;"NÃO ELEITO";86666,65;"FUNDO ESPECIAL";"Recursos de partido político";80817,8
250002173943;"ROBINSON FARINAZZO CASAL";"#NULO";"PDT";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MILITAR REFORMADO";"#NE";"N";"DEFERIDO";3790;"NÃO ELEITO";270695,54;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de Financiamento Coletivo";1148208,45
250002173927;"LUCIANA ALMEIDA DIAS SAMPAIO";"#NULO";"PDT";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PRETA";"DONA DE CASA";"#NE";"N";"DEFERIDO";536;"NÃO ELEITO";50000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250002173931;"WESLEY SILVESTRE ROSA";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"DIRETOR DE EMPRESAS";"#NE";"N";"DEFERIDO";2925;"NÃO ELEITO";169746,66;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";NA
250002173951;"CHRISTIAN LISBOA FABALET";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";1015;"NÃO ELEITO";50000;"FUNDO ESPECIAL";"Recursos de partido político";262500
250002173938;"VIVIANE NOGUEIRA DE MORAES DANIELESKI";"#NULO";"PDT";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PRETA";"ADVOGADO";"#NE";"N";"DEFERIDO";493;"NÃO ELEITO";80000;"FUNDO ESPECIAL";"Recursos de partido político";170268,62
250002173946;"JUAN DAMACENA BARBOSA";"#NULO";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"MOTOBOY";"#NE";"N";"DEFERIDO";348;"NÃO ELEITO";15000;"FUNDO ESPECIAL";"Recursos de partido político";16500
250002034107;"JONAS SOUZA DOS REIS CAMARA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"#NE";"N";"DEFERIDO";3352;"SUPLENTE";65837,61;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";3730000
250002034118;"AUGUSTO EDUARDO VIDAL NETO";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"#NE";"N";"DEFERIDO";1979;"SUPLENTE";115655,8;"FUNDO ESPECIAL, OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos de outros candidatos, Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";7500
250001962476;"MARCUS VINICIUS DE ALMEIDA FERREIRA";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"VIÚVO(A)";"BRANCA";"REPRESENTANTE COMERCIAL";"#NE";"N";"DEFERIDO";2862;"SUPLENTE";111379;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios, Recursos de origens não identificadas";1280533,47
250001962498;"ALINE NASCIMENTO BARROZO TORRES";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"RELAÇÕES-PÚBLICAS";"#NE";"N";"DEFERIDO";17724;"SUPLENTE";1186367,7;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de origens não identificadas, Recursos de Financiamento Coletivo, Recursos de outros candidatos, Recursos de partido político, Recursos próprios";1085850,34
250001962475;"LUIZ ALBERTO RAMOS SILVA";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";8346;"SUPLENTE";942700;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";34924,28
250001962489;"VIVIANE FERREIRA PROCOPIO";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"PSICÓLOGO";"#NE";"N";"DEFERIDO";669;"SUPLENTE";50000;"FUNDO ESPECIAL";"Recursos de partido político";NA
250001962467;"RAMIREZ AUGUSTO LOPES TOSTA";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";1859;"SUPLENTE";211359,29;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";72806,29
250001962500;"JARKSON PEREIRA DOS SANTOS";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADMINISTRADOR";"#NE";"N";"DEFERIDO";621;"SUPLENTE";1e+05;"OUTROS RECURSOS";"Recursos de partido político";NA
250001962466;"JOSEFA ANADETE DOS SANTOS SILVA";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"PEDAGOGO";"#NE";"N";"DEFERIDO";1462;"SUPLENTE";150000;"FUNDO ESPECIAL";"Recursos de partido político";191790
