"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"BENS_TOTAL";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA";"ST_REELEICAO"
250001265969;"VALTER ESTEVAM";"#NULO";"DC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"APTO";NA;134;"NÃO ELEITO";5057,1;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001129691;"HAILTON ANJOS DOS SANTOS FILHO";"#NULO";"DC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PRETA";"OUTROS";"APTO";NA;231;"NÃO ELEITO";5057,1;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001129697;"SERGIO CASSAGNI";"#NULO";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"GERENTE";"APTO";NA;451;"NÃO ELEITO";4444,05;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250001265959;"EGBERTO KUDO";"#NULO";"DC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"AMARELA";"EMPRESÁRIO";"APTO";NA;103;"NÃO ELEITO";3872,1;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001265970;"LUCIANA CRISTINA MENDES SANTOS";"#NULO";"DC";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"DONA DE CASA";"APTO";NA;317;"NÃO ELEITO";6360,33;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001088416;"VINICIUS COSTA DE SOUZA";"#NULO";"MDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"BOMBEIRO CIVIL";"APTO";NA;388;"SUPLENTE";1000;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250001088449;"MARIO PALUMBO JUNIOR";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL CIVIL";"APTO";2347170,43;118395;"ELEITO POR QP";288360;"OUTROS RECURSOS";"Recursos de pessoas físicas";"N"
250001088462;"PATRICIA GOMES DA SILVA";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PUBLICITÁRIO";"APTO";150000;273;"SUPLENTE";25628;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas";"N"
250001088460;"VIVIANE FERREIRA PROCOPIO";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PSICÓLOGO";"APTO";NA;828;"SUPLENTE";45000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001088402;"PEDRO ORLANDO PETRERE JUNIOR";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ODONTÓLOGO";"APTO";250406,46;558;"SUPLENTE";0;"#NULO";"#NULO";"N"
250001088465;"DANIELA BORGES BARRETTO";"#NULO";"MDB";"FEMININO";"SUPERIOR COMPLETO";"SEPARADO(A) JUDICIALMENTE";"BRANCA";"PUBLICITÁRIO";"APTO";15539,95;386;"SUPLENTE";52340;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";"N"
250001088443;"MARCO ANTONIO ZITO ALVARENGA";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"SERVIDOR PÚBLICO FEDERAL";"APTO";553088,92;487;"SUPLENTE";10600;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250001088440;"SIDNEY DORING GUERRA";"#NULO";"MDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"COMERCIANTE";"APTO";680627,89;4618;"SUPLENTE";75779;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios";"N"
250001088463;"CRISTIANE TRIGUEIRO DE OLIVEIRA";"#NULO";"MDB";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";NA;69;"SUPLENTE";10000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000651027;"ANTONIO EDUARDO DOS SANTOS";"#NULO";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"APTO";567241,07;2528;"SUPLENTE";164023,39;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de partido político";"N"
250000651038;"JANDIRA DE MENEZES CREPALDI";"#NULO";"DEM";"FEMININO";"SUPERIOR COMPLETO";"VIÚVO(A)";"PARDA";"PEDAGOGO";"APTO";920834,17;186;"SUPLENTE";109088,13;"FUNDO ESPECIAL, FUNDO PARTIDARIO, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250000651020;"ANDRÉ BEZERRA RIBEIRO SOARES";"#NULO";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";560204,18;16425;"SUPLENTE";364123,63;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000651010;"JOSÉ DE DEUS ALENCAR";"#NULO";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";74000;1295;"SUPLENTE";112298,95;"OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político";"N"
250000651043;"JOSE ROBERTO BARBOSA DE SOUZA";"#NULO";"DEM";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"POLICIAL MILITAR";"APTO";16372;4374;"SUPLENTE";250863,38;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000651046;"MARCELO ELIA CURY";"#NULO";"DEM";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";441154,09;965;"SUPLENTE";176290,13;"FUNDO PARTIDARIO, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";"N"
250000651061;"HAIDEE ALVES DE AQUINO BAPTISTA";"#NULO";"DEM";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PEDAGOGO";"APTO";3700;917;"SUPLENTE";189469,88;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000881949;"LUCAS PEREIRA CAVALCANTE DOS SANTOS";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ENGENHEIRO";"APTO";16000;53;"SUPLENTE";850;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000881906;"IARA REGINA CORREA GUSMÃO";"#NULO";"PTB";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";NA;153;"SUPLENTE";20000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000881972;"ROWILSON FERNANDES DE CARVALHO JUNIOR";"#NULO";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"VIGILANTE";"APTO";NA;198;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000881979;"JULIANA MOREIRA DOS SANTOS";"#NULO";"PTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;52;"SUPLENTE";5801,8;"FUNDO PARTIDARIO, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250000881902;"ALBERTO RIBEIRO SILVA";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";2075000;2277;"SUPLENTE";7966;"OUTROS RECURSOS";"Recursos próprios";"N"
250000881923;"PAULO JORGE VALENTIM";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"MÉDICO";"APTO";679911,74;715;"SUPLENTE";1200;"OUTROS RECURSOS";"Recursos próprios";"N"
250000881922;"PATRICIA MAZZARIOLI DO NASCIMENTO PIVA";"#NULO";"PTB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ODONTÓLOGO";"APTO";336287,73;630;"SUPLENTE";20000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000881964;"MARCO AURELIO NUNES DOS SANTOS";"#NULO";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"ADVOGADO";"APTO";NA;2094;"SUPLENTE";78000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001054370;"JOSÉ OSCAR DIONÍZIO FARIAS";"#NULO";"PMN";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"CABELEIREIRO E BARBEIRO";"APTO";NA;394;"NÃO ELEITO";2021,95;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250001054368;"DANIEL DE SOUZA CAMPOS";"#NULO";"PMN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;78;"NÃO ELEITO";2000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001054374;"ARABELA DA LUZ COELHO";"#NULO";"PMN";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";NA;28;"NÃO ELEITO";2000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001181003;"MAURÍCIO SALAZAR AMORIN";"#NULO";"PCO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"DESENHISTA";"APTO";NA;7;"NÃO ELEITO";1000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000753986;"BRENO PENNA FREIRE";"#NULO";"PSL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";NA;404;"SUPLENTE";3510,45;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios";"N"
250000754044;"MIGUEL AFFONSO COIMBRA NETO";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";808150,21;1206;"SUPLENTE";93064;"OUTROS RECURSOS";"Recursos próprios";"N"
250001272880;"LUIZ DE SOUSA CHAGAS";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";NA;1029;"SUPLENTE";7289;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de outros candidatos, Recursos próprios";"N"
250000754015;"FRANCISCO BERTULINO FILHO";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"AGENTE ADMINISTRATIVO";"APTO";NA;1487;"SUPLENTE";6912,74;"OUTROS RECURSOS";"Recursos de pessoas físicas";"N"
250000754052;"YGUREY TIARAJU ELMANO";"#NULO";"PSL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VETERINÁRIO";"APTO";5e+05;518;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000754038;"PAULO SÉRGIO OLIVEIRA";"#NULO";"PSL";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"MILITAR REFORMADO";"APTO";NA;1797;"SUPLENTE";10390,83;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios";"N"
250000688236;"ROBERTA PINTO GRABERT";"#NULO";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MÉDICO";"APTO";3510000;5155;"SUPLENTE";69890,25;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250000688219;"EDSON TEIXEIRA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";10000;9836;"SUPLENTE";179339,35;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos próprios";"N"
250000688244;"RODRIGO LOPES FERREIRA";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";19500;1606;"SUPLENTE";41424,39;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250000688229;"EDUARDO HERNANDES DOMINGUES";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ARQUITETO";"APTO";1031469,81;1052;"SUPLENTE";23715,5;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos próprios";"N"
250000688245;"WILSON DE MELLO JUNIOR";"#NULO";"NOVO";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";676700;496;"SUPLENTE";13829,35;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo";"N"
250000919195;"ALINE ISABEL DA SILVA PAGANOTTI";"#NULO";"PSDB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";NA;1856;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919230;"RUTE DA IGRAJA ASSUNÇÃO SOUZA";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"NUTRICIONISTA E ASSEMELHADOS";"APTO";NA;192;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919200;"ADRIANA ALVES DA SILVA RAMALHO";"#NULO";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";1404885,09;14610;"SUPLENTE";281936,93;"OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos próprios";"N"
250000919215;"VINICIUS SCHAEFER";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";NA;3596;"SUPLENTE";7373,82;"FUNDO PARTIDARIO, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250000919190;"ZERILDO MALAQUIAS DOS SANTOS";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"MOTORISTA PARTICULAR";"APTO";661277,88;254;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919184;"EDSON RODRIGUES DE QUEIROZ";"#NULO";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";NA;824;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000919239;"SILAS DOS SANTOS DE OLIVEIRA";"#NULO";"PSDB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";NA;199;"SUPLENTE";9206,07;"OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos de partido político, Recursos próprios";"N"
250000919210;"CAROLINA DOS SANTOS AGNELLO";"#NULO";"PSDB";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;471;"SUPLENTE";7317,07;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250001154712;"MARIA DE LOURDES ANDRADE SILVA";"#NULO";"REDE";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";39574;4070;"NÃO ELEITO";148819,92;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de outros candidatos, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250001154722;"JAIR FERRO MEIRA";"#NULO";"REDE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";NA;193;"NÃO ELEITO";11066;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de Financiamento Coletivo, Recursos de pessoas físicas, Recursos de partido político";"N"
250001123222;"JOSE AGRIPINO DA SILVA";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;607;"SUPLENTE";60000;"FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de partido político";"N"
250001123255;"GILSON TEIXEIRA MEDEIROS";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"COMERCIANTE";"APTO";12000;187;"SUPLENTE";15000;"OUTROS RECURSOS";"Recursos de partido político";"N"
250001123249;"ANE CAROLINE SOLLAR PEREIRA";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";572,74;510;"SUPLENTE";34800;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político, Recursos de outros candidatos";"N"
250001123261;"MARTHA RAQUEL ALVES LEITÃO";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";1200;83;"SUPLENTE";0;"#NULO";"#NULO";"N"
250001123262;"NILDO SILVESTRE DA SILVA";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";4000;306;"SUPLENTE";0;"#NULO";"#NULO";"N"
250001123231;"MARCOS ANTONIO COUTINHO DA SILVA";"#NULO";"PSB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA";"APTO";NA;1451;"SUPLENTE";700;"OUTROS RECURSOS";"Recursos próprios";"N"
250001123211;"ALINE DA ROCHA PARRADO";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";786500;355;"SUPLENTE";24796,98;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político, Recursos de pessoas físicas";"N"
250001123274;"BRUNO CYPRIANO RINCO";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";18600;265;"SUPLENTE";15600;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250001123246;"RONALDO LEITE FONSECA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";1220000;939;"SUPLENTE";15000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001123282;"LAURA GASBARRO MARQUES";"#NULO";"PSB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MÉDICO";"APTO";3742500;300;"SUPLENTE";20040;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250001123215;"LUIZ CARLOS GONCALVES PENHA";"#NULO";"PSB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"COMERCIANTE";"APTO";303114,08;99;"SUPLENTE";17173,33;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250001123284;"ELISABETH DE AMORIM AMANCIO";"#NULO";"PSB";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"MECÂNICO DE MANUTENÇÃO";"APTO";NA;516;"SUPLENTE";20000;"FUNDO ESPECIAL";"Recursos de partido político";"S"
250000658742;"RAFAEL CAPALBO";"#NULO";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";505396,09;521;"SUPLENTE";7076;"OUTROS RECURSOS";"Recursos próprios";"N"
250000658717;"JORGE MANUEL PINTO VARELAS";"#NULO";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";NA;211;"SUPLENTE";13000;"OUTROS RECURSOS";"Recursos de pessoas físicas";"N"
250000658718;"ARTUR FIRMINO DA SILVA NETO";"#NULO";"PATRIOTA";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"EMPRESÁRIO";"APTO";3400;331;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000658734;"CRISTIANE DAMO BERNART";"#NULO";"PATRIOTA";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ATOR E DIRETOR DE ESPETÁCULOS PÚBLICOS";"APTO";NA;318;"SUPLENTE";675;"OUTROS RECURSOS";"Recursos de Financiamento Coletivo";"N"
250000658705;"ÉLVICO DOS SANTOS SANTANA";"#NULO";"PATRIOTA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";202000;256;"SUPLENTE";3075,56;"OUTROS RECURSOS";"Recursos próprios";"N"
250000885505;"NEZINHO GONCALVES NUNES";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"POLICIAL MILITAR";"APTO";67703;1091;"SUPLENTE";33785,49;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885510;"VALDENILSO TEIXEIRA DE LIRA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";92000;1214;"SUPLENTE";9812,99;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885560;"GILMAR CURTOLO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";1372435,9;1667;"SUPLENTE";43094,76;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";"N"
250000885484;"GERSON FIUZA DE JESUS";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;810;"SUPLENTE";9812,99;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885520;"ROSANGELA MOREIRA BARROS";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";NA;391;"SUPLENTE";18212,84;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885494;"JOAO FRANCISCO FERREIRA DO NASCIMENTO";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";1575000;2364;"SUPLENTE";60104,97;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885513;"MARIA DE LOURDES DO NASCIMENTO NUNES";"#NULO";"SOLIDARIEDADE";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"MOTORISTA PARTICULAR";"APTO";NA;179;"SUPLENTE";11212,86;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885521;"MARIA GORETE DA SILVA";"#NULO";"SOLIDARIEDADE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ASSISTENTE SOCIAL";"APTO";NA;388;"SUPLENTE";33965,34;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000687522;"ARNALDO BISPO DO ROSÁRIO";"#NULO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"ADVOGADO";"APTO";451722,35;1752;"NÃO ELEITO";37767,05;"FUNDO ESPECIAL, FUNDO PARTIDARIO, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios, Recursos de outros candidatos";"N"
250000687492;"ANTONIA KELE CRISTINA DOS SANTOS BIZERRA";"#NULO";"PC do B";"FEMININO";"SUPERIOR INCOMPLETO";"DIVORCIADO(A)";"PARDA";"OUTROS";"APTO";244,99;900;"NÃO ELEITO";39831,3;"FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de outros candidatos, Recursos de partido político";"N"
250000687511;"GLADYS WOSIACK D ALINCOURT";"#NULO";"PC do B";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;7;"NÃO ELEITO";1041,38;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";"N"
250000687542;"KEILA PEREIRA FRANCISCO";"#NULO";"PC do B";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;1772;"NÃO ELEITO";63451,75;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos de outros candidatos";"N"
250000687538;"JANAÍNA PEREIRA DE ARAÚJO";"#NULO";"PC do B";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"OUTROS";"APTO";NA;81;"NÃO ELEITO";3041,38;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";"N"
250000687523;"CAMILA DE AGUIAR";"#NULO";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";NA;2218;"NÃO ELEITO";29484,43;"FUNDO PARTIDARIO, FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";"N"
