"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"BENS_TOTAL";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA";"ST_REELEICAO"
250000658722;"DANIEL DA SILVA DIAS";"#NULO";"PATRIOTA";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTOBOY";"APTO";NA;136;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000658719;"AUGUSTO CESAR PINATTI MARSIGLIA";"#NULO";"PATRIOTA";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"CONTADOR";"APTO";NA;288;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000658708;"SERGIO ROBERTO DO CARMO";"#NULO";"PATRIOTA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";NA;1221;"SUPLENTE";550;"OUTROS RECURSOS";"Recursos de pessoas físicas";"N"
250000658720;"CAIO EIJI SIRAHATA";"#NULO";"PATRIOTA";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"BRANCA";"ATLETA PROFISSIONAL E TÉCNICO EM DESPORTOS";"APTO";NA;1709;"SUPLENTE";866,37;"OUTROS RECURSOS";"Recursos de Financiamento Coletivo";"N"
250000885518;"VALDOMIRO NUNES DE QUEIROZ";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;3064;"SUPLENTE";33785,49;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885556;"EVANDRO LUIZ GONÇALVES LEAL";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;1926;"SUPLENTE";110211,55;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885533;"WILLIAM CLEMENTE CORREA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;68;"SUPLENTE";103785,49;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885544;"ANGELA BARBOSA DOS SANTOS";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;1710;"SUPLENTE";55697,93;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885531;"SIDNEY LUIZ DA CRUZ";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADVOGADO";"APTO";939742,29;17899;"ELEITO POR MÉDIA";241856,97;"FUNDO ESPECIAL, OUTROS RECURSOS, FUNDO PARTIDARIO";"Recursos de partido político, Recursos de pessoas físicas, Recursos de Financiamento Coletivo";"N"
250000885543;"ANTONIO ALBERTO DOS REIS";"#NULO";"SOLIDARIEDADE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";52071,04;469;"SUPLENTE";9812,99;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885532;"SILVIO RAPOSO BRAGA DA SILVA";"#NULO";"SOLIDARIEDADE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"ADMINISTRADOR";"APTO";50000;189;"SUPLENTE";9812,99;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000885525;"REGINA DE MATOS COELHO NOGUEIRA";"#NULO";"SOLIDARIEDADE";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";NA;868;"SUPLENTE";51397,84;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000687543;"RODRIGO CARLOS DE MORAIS";"#NULO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";NA;5021;"NÃO ELEITO";126929,26;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";"N"
250000687554;"LUZIA MARIA HONORATO";"#NULO";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";NA;451;"NÃO ELEITO";10604,18;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000687515;"CARINA VITRAL COSTA";"#NULO";"PC do B";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS";"APTO";NA;7272;"NÃO ELEITO";192454,31;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos de origens não identificadas, Recursos de outros candidatos";"N"
250000687570;"KEVIN NUNES MENDONÇA";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;349;"NÃO ELEITO";2041,38;"FUNDO ESPECIAL";"Recursos de partido político, Recursos de outros candidatos";"N"
250001268142;"RICARDO CONSTANCIO GOMES";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"MOTORISTA PARTICULAR";"APTO";NA;97;"NÃO ELEITO";1000;"FUNDO PARTIDARIO";"Recursos de partido político";"N"
250000687512;"RUBINALDO PEREIRA SANTOS";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";NA;216;"NÃO ELEITO";3041,38;"FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de outros candidatos, Recursos de partido político";"N"
250000687517;"ALBERTO SATTIM";"#NULO";"PC do B";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;412;"NÃO ELEITO";2934;"FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de partido político";"N"
250000687557;"ONOFRE GONÇALVES DE JESUS";"#NULO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;846;"NÃO ELEITO";31759,27;"OUTROS RECURSOS, FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000687498;"SOLANGE APARECIDA CAETANO";"#NULO";"PC do B";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ENFERMEIRO";"APTO";1284239,2;571;"NÃO ELEITO";105285,67;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político, Recursos próprios";"N"
250000687513;"HÉLIO MENEZES DA SILVA DOS REIS";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DIVORCIADO(A)";"PRETA";"OUTROS";"APTO";NA;165;"NÃO ELEITO";3041,38;"FUNDO ESPECIAL";"Recursos de outros candidatos, Recursos de partido político";"N"
250000687556;"OSVALDO SANTOS DA SILVA";"#NULO";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";NA;118;"NÃO ELEITO";3041,38;"FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de outros candidatos, Recursos de partido político";"N"
250000687526;"RAIMUNDO XAVIER DE OLIVEIRA CRUZ";"#NULO";"PC do B";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";1025000;528;"NÃO ELEITO";20837,38;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos";"N"
250000686833;"DAMIÃO HIGINO DE OLIVEIRA";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";6e+05;1038;"SUPLENTE";3329,36;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000686841;"ANGÉLICA LOVATTO";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";536500;1840;"SUPLENTE";21099,97;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de origens não identificadas, Recursos de partido político";"N"
250000686837;"SILVIA ANDREA FERRARO";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";NA;46267;"ELEITO POR QP";124982,37;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político, Doações pela Internet";"N"
250000686860;"DANILO ARAUJO VALDIVINO";"#NULO";"PSOL";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"MOTORISTA PARTICULAR";"APTO";NA;4413;"SUPLENTE";45047,89;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos próprios";"N"
250000686854;"ATAIDE ROBERTO DA SILVA JUNIOR";"#NULO";"PSOL";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL";"APTO";NA;3776;"SUPLENTE";9284,08;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Doações pela Internet, Recursos de Financiamento Coletivo";"N"
250000686835;"CINTIA GOMES ZANCO";"#NULO";"PSOL";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"MÚSICO";"APTO";NA;1416;"SUPLENTE";11432,02;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo, Recursos de partido político";"N"
250000686862;"ELAINE CRISTINA MINEIRO";"#NULO";"PSOL";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"OUTROS";"APTO";NA;22742;"ELEITO POR MÉDIA";230980,76;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político, Recursos de Financiamento Coletivo, Recursos de origens não identificadas";"N"
250000686870;"NATANAEL APARECIDO ARCENO";"#NULO";"PSOL";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";NA;220;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000686861;"DIANA SOUBIHE DE OLIVEIRA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";NA;4968;"SUPLENTE";64592,98;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de Financiamento Coletivo";"N"
250000686871;"PRISCILA NOGUEIRA BATISTA";"#NULO";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"INDÍGENA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";12261;445;"SUPLENTE";6803,23;"FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos próprios";"N"
250000686852;"ANGELA CRISTINA ALVES DE AZEVEDO";"#NULO";"PSOL";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"FAXINEIRO";"APTO";NA;323;"SUPLENTE";6658,7;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000707272;"SEBASTIÃO CARLOS ARANTES";"#NULO";"PP";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";34500;484;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000707278;"MARCELA SHIGUEKO ITOKAZU DA SILVA";"#NULO";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA";"APTO";NA;142;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000707275;"PAULA FURTADO BRUM";"#NULO";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";560000;994;"SUPLENTE";7152,5;"OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";"N"
250000707260;"TERESA CRISTINA CAVALCANTI MARTINS";"#NULO";"PP";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";230894,56;412;"SUPLENTE";1169;"OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios";"N"
250001097183;"MIRIAM PEREIRA DA SILVA";"#NULO";"PTC";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"VIGILANTE";"APTO";NA;26;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001097213;"ADEMIR GOMES";"#NULO";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";60000;267;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097212;"GENILCE DOS SANTOS";"#NULO";"PTC";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";2e+05;65;"NÃO ELEITO";5000,1;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de origens não identificadas, Recursos de partido político";"N"
250001097186;"IDECLEIA GENEROSO DA SILVA";"#NULO";"PTC";"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"PRETA";"DONA DE CASA";"APTO";NA;118;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097196;"WASHINGTON LUIZ BATISTA";"#NULO";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"ADVOGADO";"APTO";NA;123;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097206;"MARCOS ROBERTO DE SOUZA";"#NULO";"PTC";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"MILITAR REFORMADO";"APTO";NA;46;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001097163;"CRISTINA RODRIGUES DE SOUZA";"#NULO";"PTC";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"APTO";34000;767;"NÃO ELEITO";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250001097192;"SOLANGE DA SILVA";"#NULO";"PTC";"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"PARDA";"DONA DE CASA";"APTO";NA;89;"NÃO ELEITO";10000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000811400;"VALDEMAR SILVA";"#NULO";"PODE";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";715492,68;4647;"SUPLENTE";130650;"FUNDO PARTIDARIO, FUNDO ESPECIAL";"Recursos de partido político";"N"
250000811411;"CLAUDIO OLIVEIRA DE MESSIAS";"#NULO";"PODE";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";429000;1552;"SUPLENTE";29910;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000811430;"CRISTIANE KATIA SIMONI ABREU";"#NULO";"PODE";"FEMININO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";97800;2299;"SUPLENTE";18195;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político";"N"
250000811436;"TATIANE DA CRUZ";"#NULO";"PODE";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";7326,5;631;"SUPLENTE";58060;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000811397;"EDICARLOS DE OLIVEIRA SANTOS";"#NULO";"PODE";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";138000;2057;"SUPLENTE";24060;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250000811398;"JOSE BISPO DOS SANTOS FILHO";"#NULO";"PODE";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";42500;1634;"SUPLENTE";65838,2;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250000811410;"BEATRIZ HELENA FALCÃO BOTELHO";"#NULO";"PODE";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PSICÓLOGO";"APTO";400319,45;697;"SUPLENTE";41070;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos próprios, Recursos de partido político";"N"
250000811412;"FABIO DE SOUZA BRITO";"#NULO";"PODE";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;800;"SUPLENTE";23035;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250001041947;"OHANS BANOUS";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";NA;195;"NÃO ELEITO";3941,5;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos de partido político";"N"
250001042004;"IGOR PETRELIS DE FRANCO";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";NA;433;"NÃO ELEITO";0;"#NULO";"#NULO";"N"
250001041975;"RICARDO DE SANTI";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL CIVIL";"APTO";226800;729;"NÃO ELEITO";8000;"OUTROS RECURSOS";"Recursos de pessoas físicas, Recursos próprios";"N"
250001041974;"RAFAEL CARLOS LABIAPARI GOMES";"#NULO";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";94900;1077;"NÃO ELEITO";1564,8;"OUTROS RECURSOS";"Recursos próprios, Recursos de pessoas físicas";"N"
250001041982;"FLAVIO RETO";"#NULO";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";152500;453;"NÃO ELEITO";17835,61;"OUTROS RECURSOS";"Recursos de Financiamento Coletivo, Recursos próprios";"N"
250000706703;"NAILSON FERREIRA";"#NULO";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;175;"SUPLENTE";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706733;"GLEBY APARECIDA DE ALMEIDA";"#NULO";"PV";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"ENGENHEIRO";"APTO";NA;322;"SUPLENTE";10000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706716;"RICARDO FERNANDES VIEIRA";"#NULO";"PV";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";350000;133;"SUPLENTE";2000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000706715;"REINALDO ROBERTO SKAU";"#NULO";"PV";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"DIVORCIADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";189347;17;"SUPLENTE";0;"#NULO";"#NULO";"N"
250000706702;"DANILO SANTOS COSTA";"#NULO";"PV";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";NA;49;"SUPLENTE";5000;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883846;"SONIA MARIA ALVES PEREIRA";"#NULO";"REPUBLICANOS";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";NA;80;"SUPLENTE";12148,13;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925951;"ADILSON DE MEDEIROS PAULINO";"#NULO";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";33500;118;"SUPLENTE";10495;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925941;"PAULO PRADO LEITE";"#NULO";"PSC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"TRABALHADOR DE FABRICAÇÃO, VULCANIZAÇÃO E REPARAÇÃO DE PNEUMÁTICOS";"APTO";350000;1080;"SUPLENTE";16500;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925934;"BENILTON LOPES";"#NULO";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";NA;689;"SUPLENTE";11495;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883856;"CARLOS CAVALCANTE DE SOUZA";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"JORNALISTA E REDATOR";"APTO";570697,76;7564;"SUPLENTE";585112,5;"FUNDO PARTIDARIO, FUNDO ESPECIAL, OUTROS RECURSOS";"Recursos de partido político, Recursos de pessoas físicas";"N"
250000883907;"JONATHAS DA SILVA CARVALHO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";141434,47;880;"SUPLENTE";4821,5;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000883870;"JORGE WILSON GONÇALVES DE MATTOS JUNIOR";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";53207,33;12576;"SUPLENTE";276069,43;"OUTROS RECURSOS, FUNDO ESPECIAL, FUNDO PARTIDARIO";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000925954;"PAULO CESAR EUFRASIO";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SEPARADO(A) JUDICIALMENTE";"PRETA";"OUTROS";"APTO";NA;243;"SUPLENTE";7495;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925946;"AILTON BISPO DOS ANJOS";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";68499,45;714;"SUPLENTE";11495;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883882;"CLAUDIO GRILLO FILHO";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";625459,69;508;"SUPLENTE";6075,5;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos de partido político";"N"
250000883874;"HELIO GERALDO RAMOS JUNIOR";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"OUTROS";"APTO";NA;433;"SUPLENTE";3455,48;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883894;"ERIKA LAUREN DE ARRUDA";"#NULO";"REPUBLICANOS";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PRETA";"EMPRESÁRIO";"APTO";NA;14;"SUPLENTE";12217,38;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925929;"MARIA JOSE DA SILVA";"#NULO";"PSC";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";150000;373;"SUPLENTE";15120;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925959;"MARIA EMILIA MARTINS PINTO SCHUCK";"#NULO";"PSC";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";NA;201;"SUPLENTE";20120;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925952;"MARIA ELI FERNANDES DOS SANTOS MANIÇOBA";"#NULO";"PSC";"FEMININO";"ENSINO MÉDIO COMPLETO";"VIÚVO(A)";"BRANCA";"OUTROS";"APTO";NA;100;"SUPLENTE";14500;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925978;"JOÃO ROBERTO DE SIQUEIRA";"#NULO";"PSC";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PRETA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";127132;285;"SUPLENTE";12495;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000883886;"FABIANO DE SOUSA RAMOS";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";138033,02;1150;"SUPLENTE";22742,33;"OUTROS RECURSOS, FUNDO ESPECIAL";"Recursos de pessoas físicas, Recursos próprios, Recursos de partido político";"N"
250000883860;"CHRISTIAN GEORGES AVGOUSTOPOULOS";"#NULO";"REPUBLICANOS";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";40243,53;480;"SUPLENTE";2817,5;"FUNDO ESPECIAL";"Recursos de partido político";"N"
250000925918;"ELISSON JOSÉ FERREIRA DE ARAÚJO";"#NULO";"PSC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";12000;200;"SUPLENTE";10115;"FUNDO ESPECIAL";"Recursos de partido político";"N"
